match_id,home_team,away_team,team_id,team_name,team_is_home,score,outcome,player_name,rank,pagerank,pagerank_pct,betweenness,minutes_played
3894614,Cádiz,Girona,552,Cádiz,True,0-1,loss,Rubén Alcaraz Jiménez,1,0.15368269758282282,15.37,0.2659,98
3894614,Cádiz,Girona,552,Cádiz,True,0-1,loss,Javier Hernández Carrera,2,0.13563518665908875,13.56,0.35,98
3894614,Cádiz,Girona,552,Cádiz,True,0-1,loss,Christopher Ramos de la Flor,3,0.10794603128329044,10.79,0.0429,77
3894614,Cádiz,Girona,552,Cádiz,True,0-1,loss,Maximiliano Gómez González,4,0.08905102513166388,8.91,0.0048,72
3894614,Cádiz,Girona,552,Cádiz,True,0-1,loss,Iván Alejo Peralta,5,0.08359845345667463,8.36,0.1524,98
3894614,Cádiz,Girona,552,Cádiz,True,0-1,loss,Lucas Pires Silva,6,0.07124954219421098,7.12,0.0571,33
3894614,Cádiz,Girona,552,Cádiz,True,0-1,loss,Jeremías Ledesma,7,0.06492552777545832,6.49,0.0706,98
3894614,Cádiz,Girona,552,Cádiz,True,0-1,loss,Rafael Jiménez Jarque,8,0.060657780934726964,6.07,0.1738,98
3894614,Cádiz,Girona,552,Cádiz,True,0-1,loss,Rominigue Kouamé N'Guessan,9,0.04857058306496438,4.86,0.0738,33
3894614,Cádiz,Girona,552,Cádiz,True,0-1,loss,Rubén Sobrino Pozuelo,10,0.03389668674605218,3.39,0.0,21
3894614,Cádiz,Girona,552,Cádiz,True,0-1,loss,Gonzalo Escalante,11,0.03378263697361154,3.38,0.0,65
3894614,Cádiz,Girona,552,Cádiz,True,0-1,loss,Sergio Guardiola Navarro,12,0.0290939464694692,2.91,0.0,26
3894614,Cádiz,Girona,552,Cádiz,True,0-1,loss,Jorge Meré Pérez,13,0.025265549223733683,2.53,0.0,77
3894614,Cádiz,Girona,552,Cádiz,True,0-1,loss,Álvaro Negredo Sánchez,14,0.023929748427085867,2.39,0.0,21
3894614,Cádiz,Girona,552,Cádiz,True,0-1,loss,Isaac Carcelén Valencia,15,0.02361087126471033,2.36,0.0,65
3894614,Cádiz,Girona,552,Cádiz,True,0-1,loss,Darwin Daniel Machís Marcano,16,0.015103732812435874,1.51,0.0,98
3894614,Cádiz,Girona,211,Girona,False,0-1,win,Daley Blind,1,0.14927191064116224,14.93,0.4357,98
3894614,Cádiz,Girona,211,Girona,False,0-1,win,Aleix García Serrano,2,0.12146901102727939,12.15,0.2095,98
3894614,Cádiz,Girona,211,Girona,False,0-1,win,Eric García Martret,3,0.09616336591283137,9.62,0.269,98
3894614,Cádiz,Girona,211,Girona,False,0-1,win,Yan Bueno Couto,4,0.09323537639820992,9.32,0.1619,98
3894614,Cádiz,Girona,211,Girona,False,0-1,win,Iván Martín Núñez,5,0.0882936113074039,8.83,0.0905,87
3894614,Cádiz,Girona,211,Girona,False,0-1,win,David López Silva,6,0.08135432907749196,8.14,0.2048,98
3894614,Cádiz,Girona,211,Girona,False,0-1,win,Sávio Moreira de Oliveira,7,0.07236977782715401,7.24,0.0238,71
3894614,Cádiz,Girona,211,Girona,False,0-1,win,Yangel Clemente Herrera Ravelo,8,0.059991536354429505,6.0,0.0,87
3894614,Cádiz,Girona,211,Girona,False,0-1,win,Pablo Torre Carral,9,0.052877316498862924,5.29,0.0024,37
3894614,Cádiz,Girona,211,Girona,False,0-1,win,Miguel Gutiérrez Ortega,10,0.04862900317584969,4.86,0.0,61
3894614,Cádiz,Girona,211,Girona,False,0-1,win,Artem Dovbyk,11,0.03368028405550769,3.37,0.0,71
3894614,Cádiz,Girona,211,Girona,False,0-1,win,Paulo Dino Gazzaniga,12,0.03225957807153669,3.23,0.1286,98
3894614,Cádiz,Girona,211,Girona,False,0-1,win,Valery Fernández Estrada,13,0.03148286887926131,3.15,0.0,27
3894614,Cádiz,Girona,211,Girona,False,0-1,win,Cristhian Ricardo Stuani Curbelo,14,0.016749203411995244,1.67,0.0,27
3894614,Cádiz,Girona,211,Girona,False,0-1,win,Ibrahima Kébé,15,0.011568660475084319,1.16,0.0,11
3894614,Cádiz,Girona,211,Girona,False,0-1,win,Juan Pedro Ramírez López,16,0.010604166885939853,1.06,0.0,11
3894776,Athletic Club,Girona,215,Athletic Club,True,3-2,win,Iñaki Williams Arthuer,1,0.1353204346151851,13.53,0.2762,99
3894776,Athletic Club,Girona,215,Athletic Club,True,3-2,win,Yuri Berchiche Izeta,2,0.10093377340380216,10.09,0.181,99
3894776,Athletic Club,Girona,215,Athletic Club,True,3-2,win,Iñigo Ruiz de Galarreta Etxeberria,3,0.09837973217719476,9.84,0.2333,99
3894776,Athletic Club,Girona,215,Athletic Club,True,3-2,win,Yeray Álvarez López,4,0.0951834137782514,9.52,0.1286,85
3894776,Athletic Club,Girona,215,Athletic Club,True,3-2,win,Daniel Vivian Moreno,5,0.07906912993072115,7.91,0.0952,99
3894776,Athletic Club,Girona,215,Athletic Club,True,3-2,win,Alejandro Berenguer Remiro,6,0.07451041016257876,7.45,0.0095,99
3894776,Athletic Club,Girona,215,Athletic Club,True,3-2,win,Gorka Guruzeta Rodríguez,7,0.0739070715771083,7.39,0.019,73
3894776,Athletic Club,Girona,215,Athletic Club,True,3-2,win,Óscar de Marcos Arana,8,0.0727819305486245,7.28,0.1333,70
3894776,Athletic Club,Girona,215,Athletic Club,True,3-2,win,Beñat Prados Díaz,9,0.0701373889456745,7.01,0.0762,85
3894776,Athletic Club,Girona,215,Athletic Club,True,3-2,win,Unai Simón Mendibil,10,0.050103339065994575,5.01,0.0952,99
3894776,Athletic Club,Girona,215,Athletic Club,True,3-2,win,Unai Gómez Etxebarria,11,0.042833646767052626,4.28,0.0,73
3894776,Athletic Club,Girona,215,Athletic Club,True,3-2,win,Oihan Sancet Tirapu,12,0.03584686644766913,3.58,0.0,26
3894776,Athletic Club,Girona,215,Athletic Club,True,3-2,win,Íñigo Lekue Martínez,13,0.03287154099355031,3.29,0.0048,29
3894776,Athletic Club,Girona,215,Athletic Club,True,3-2,win,Nicholas Williams Arthuer,14,0.016115305116060366,1.61,0.0,26
3894776,Athletic Club,Girona,215,Athletic Club,True,3-2,win,Aitor Paredes Casamichana,15,0.012631016470532198,1.26,0.0,14
3894776,Athletic Club,Girona,215,Athletic Club,True,3-2,win,Mikel Vesga Arruti,16,0.009375000000000001,0.94,0.0,14
3894776,Athletic Club,Girona,211,Girona,False,3-2,loss,Eric García Martret,1,0.15548609637230587,15.55,0.6026,99
3894776,Athletic Club,Girona,211,Girona,False,3-2,loss,Juan Pedro Ramírez López,2,0.1256291673332449,12.56,0.2115,99
3894776,Athletic Club,Girona,211,Girona,False,3-2,loss,Aleix García Serrano,3,0.10435253003913118,10.44,0.1346,99
3894776,Athletic Club,Girona,211,Girona,False,3-2,loss,Miguel Gutiérrez Ortega,4,0.0961265489395346,9.61,0.1026,99
3894776,Athletic Club,Girona,211,Girona,False,3-2,loss,Yangel Clemente Herrera Ravelo,5,0.08721568800905259,8.72,0.0641,88
3894776,Athletic Club,Girona,211,Girona,False,3-2,loss,Arnau Martinez,6,0.08061726082372898,8.06,0.1346,73
3894776,Athletic Club,Girona,211,Girona,False,3-2,loss,Sávio Moreira de Oliveira,7,0.07698255739747117,7.7,0.0,99
3894776,Athletic Club,Girona,211,Girona,False,3-2,loss,Viktor Tsygankov,8,0.06444167611035535,6.44,0.0449,88
3894776,Athletic Club,Girona,211,Girona,False,3-2,loss,Iván Martín Núñez,9,0.06201561144129788,6.2,0.0,73
3894776,Athletic Club,Girona,211,Girona,False,3-2,loss,Paulo Dino Gazzaniga,10,0.05168539318355804,5.17,0.0,99
3894776,Athletic Club,Girona,211,Girona,False,3-2,loss,Artem Dovbyk,11,0.030366787770731866,3.04,0.0,99
3894776,Athletic Club,Girona,211,Girona,False,3-2,loss,Valery Fernández Estrada,12,0.02691573731010633,2.69,0.0,26
3894776,Athletic Club,Girona,211,Girona,False,3-2,loss,Cristian Portugués Manzanera,13,0.02511107469096125,2.51,0.0,26
3894776,Athletic Club,Girona,211,Girona,False,3-2,loss,Jhon Elmer Solis Romero,14,0.013053870578520005,1.31,0.0,11
3894886,Sevilla,Cádiz,552,Cádiz,False,0-1,win,Javier Hernández Carrera,1,0.14270849405536373,14.27,0.2952,90
