n_nodes,n_edges,density,efficiency,clustering,avg_path_length,reciprocity,team,team_id,match_id,sf,ec,result,points
16,152,0.6333333333333333,0.8388888888888889,0.14264473522545904,1.3916666666666666,0.9210526315789473,Las Palmas,208,3894818,0.13318112633181126,0.21956248618941854,lost,0
16,119,0.49583333333333335,0.8083333333333333,0.16033934604111397,1.5083333333333333,0.7563025210084033,Las Palmas,208,3894889,0.1996124031007752,0.20877338657268027,draw,1
15,116,0.5523809523809524,0.8206349206349207,0.12774306157348814,1.480952380952381,0.8275862068965517,Las Palmas,208,3894710,0.16117647058823528,0.22457820101524412,lost,0
16,127,0.5291666666666667,0.8166666666666667,0.1551375223550485,1.4958333333333333,0.8031496062992126,Las Palmas,208,3894722,0.13922942206654992,0.20259420207409207,win,3
15,114,0.5428571428571428,0.8333333333333334,0.14919478597410707,1.4952380952380953,0.7719298245614035,Las Palmas,208,3894640,0.1543103448275862,0.2216442013506672,win,3
16,134,0.5583333333333333,0.8333333333333334,0.13991388033173724,1.4625,0.8059701492537313,Las Palmas,208,3894808,0.14992826398852224,0.20538816801789428,lost,0
14,104,0.5714285714285714,0.8516483516483516,0.12027589901909229,1.2967032967032968,0.7692307692307693,Las Palmas,208,3894885,0.17164179104477612,0.22231936589994852,win,3
16,131,0.5458333333333333,0.8416666666666667,0.1336605913600492,1.4625,0.7480916030534351,Las Palmas,208,3894878,0.15605749486652978,0.21446069889346242,lost,0
16,116,0.48333333333333334,0.7902777777777779,0.09802258368881812,1.5708333333333333,0.7931034482758621,Las Palmas,208,3894584,0.17266949152542374,0.20325919687609345,win,3
15,110,0.5238095238095238,0.8095238095238098,0.13180750608194924,1.4,0.8,Las Palmas,208,3894834,0.10305343511450382,0.20602542652117445,lost,0
15,122,0.580952380952381,0.8476190476190476,0.15874299833722635,1.4333333333333333,0.8032786885245902,Las Palmas,208,3894637,0.15,0.22364264477554396,win,3
14,124,0.6813186813186813,0.8791208791208791,0.15776030723862808,1.3186813186813187,0.8870967741935484,Las Palmas,208,3894532,0.11825396825396825,0.22797317969279,draw,1
16,158,0.6583333333333333,0.8833333333333333,0.12467545914126675,1.3416666666666666,0.8354430379746836,Las Palmas,208,3894841,0.09012345679012346,0.21191575517188035,lost,0
16,132,0.55,0.8083333333333333,0.14652229967141292,1.4583333333333333,0.8787878787878788,Las Palmas,208,3894783,0.1072961373390558,0.2007845705603012,draw,1
16,137,0.5708333333333333,0.8236111111111112,0.11589851219434946,1.4583333333333333,0.8613138686131386,Las Palmas,208,3894750,0.10432569974554708,0.20493377921959682,draw,1
16,143,0.5958333333333333,0.85,0.11381696443370935,1.4083333333333334,0.8251748251748252,Las Palmas,208,3894627,0.16831683168316833,0.21423656504539434,lost,0
13,105,0.6730769230769231,0.9038461538461539,0.17519763546914555,1.3333333333333333,0.8,Las Palmas,208,3894684,0.13457760314341846,0.2483620968642986,win,3
16,126,0.525,0.8194444444444444,0.12729347749687825,1.5208333333333333,0.7777777777777778,Las Palmas,208,3894609,0.15208333333333332,0.20657067685554983,win,3
16,145,0.6041666666666666,0.8541666666666666,0.1555171407295822,1.3958333333333333,0.8275862068965517,Las Palmas,208,3894866,0.14662447257383968,0.23249156454422937,lost,0
16,138,0.575,0.8416666666666667,0.1438263674721595,1.425,0.8115942028985508,Las Palmas,208,3894777,0.15069551777434312,0.2112035114806714,lost,0
16,113,0.4708333333333333,0.7465277777777782,0.0999988805108491,1.575,0.8849557522123894,Las Palmas,208,3894759,0.12355212355212356,0.19683034961783688,win,3
15,103,0.49047619047619045,0.7936507936507937,0.1757966723575979,1.5476190476190477,0.7961165048543689,Las Palmas,208,3894729,0.17005545286506468,0.21385292329166677,win,3
16,125,0.5208333333333334,0.8333333333333334,0.11008014151895217,1.5416666666666667,0.72,Las Palmas,208,3894551,0.18588469184890655,0.20804359700349606,draw,1
16,155,0.6458333333333334,0.8708333333333333,0.14204593924132525,1.3625,0.8516129032258064,Las Palmas,208,3894597,0.09941944847605225,0.22307994505790826,lost,0
16,137,0.5708333333333333,0.8333333333333334,0.084076070790708,1.4333333333333333,0.8321167883211679,Las Palmas,208,3894603,0.11352040816326531,0.2035893739528245,win,3
15,120,0.5714285714285714,0.8428571428571429,0.10150816593403918,1.4285714285714286,0.8,Las Palmas,208,3894697,0.16585760517799353,0.2219926026453848,draw,1
14,119,0.6538461538461539,0.8736263736263736,0.12877623882821113,1.3461538461538463,0.8571428571428571,Las Palmas,208,3894676,0.1356749311294766,0.21967875481910973,win,3
16,141,0.5875,0.8458333333333333,0.1427501157397973,1.4125,0.8226950354609929,Las Palmas,208,3894743,0.09243697478991597,0.2119779320191813,lost,0
16,120,0.5,0.8208333333333333,0.1338836533712721,1.5125,0.7166666666666667,Osasuna,422,3894817,0.21368715083798884,0.22011121676666517,lost,0
14,126,0.6923076923076923,0.8846153846153846,0.09015566611918384,1.3076923076923077,0.8888888888888888,Osasuna,422,3894546,0.1757188498402556,0.2214199290484784,lost,0
16,124,0.5166666666666667,0.8375,0.10174550637222363,1.5083333333333333,0.6935483870967742,Osasuna,422,3894643,0.18085106382978725,0.2101899187180739,lost,0
16,122,0.5083333333333333,0.8083333333333333,0.1430014670585976,1.5541666666666667,0.7868852459016393,Osasuna,422,3894713,0.18115942028985507,0.20105988743351544,win,3
15,96,0.45714285714285713,0.7952380952380952,0.09933498098773698,1.7476190476190476,0.7083333333333334,Osasuna,422,3894611,0.18194444444444444,0.20920864603407544,lost,0
