n_graphs_total,n_matches,use_sf,use_edge_weights,n_splits,cv_acc_mean,cv_acc_std,cv_auc_mean,cv_auc_std,random_baseline,perm_p_value,n_perm,hidden_dim,n_epochs,batch_size,lr
760,380,False,False,5,0.4553,0.0453,0.6168,0.0186,0.3333,0.0099,100,32,80,32,0.001
